node_id,round,packet_rate,energy_remaining,energy_consumed_uJ,dist_to_ch_bs,is_cluster_head,x_pos,y_pos,label
1,1,41.67238733582455,1.0304076508172255,263.08075653547826,29.72388960222413,0,28.365519447985722,96.77838918743413,0
2,1,29.964068800037957,0.9743025187932995,419.6140580719836,35.38209500229039,0,3.008082103302978,12.859031357620164,0
3,1,44.69222382551712,0.9653525006810245,191.41665903339245,53.56093267636388,0,10.873309644484152,94.29837398602889,0
4,1,23.694767766902626,0.9337478188581783,161.34617464350617,8.61309429411099,0,44.772741348339075,4.9606341466227555,0
5,1,26.73983774699745,0.9660120566690366,354.1046364943054,7.496126796103302,0,25.03066751634616,93.01206443801946,0
6,1,37.48726482024925,1.0046640845036932,243.7891043770095,13.788031016200046,0,17.84388179103047,46.47668858176497,0
7,1,29.332240078674207,0.9795768709651974,430.29750345006545,30.051813100349563,0,10.49258344347872,71.08563619894184,0
8,1,33.095280069620856,1.0390351306665462,315.25752565823154,38.54300552889375,0,69.47667896710138,18.943931690323325,0
9,1,28.879359402110943,0.8817706640399554,215.4112222554208,16.59229556120087,0,33.83716148939233,7.216003296321826,0
10,1,24.475832963930934,1.0267743290777402,460.7278328999578,11.256565564021642,0,86.58773581848004,57.384091910264544,0
11,1,34.31435427067969,1.0089376219733752,453.8638448695627,14.272511444543413,0,83.06322645491008,80.4750829003485,0
12,1,26.064717678573786,0.8730697141439933,208.36924813553276,44.06282229343846,0,0.9273290517221477,17.96294810415977,0
13,1,35.69430661256559,1.0042282304412733,186.25155256175,49.58085101544184,0,24.331104196992428,60.66950444823019,1
14,1,33.021200960057975,1.0554366114359204,202.05916068241442,10.799604566163467,0,24.789622837118973,10.31766848262573,1
14,1,29.58434160911858,1.0662969877287711,202.05916068241442,10.799604566163467,0,96.11086523037949,28.573978684925915,1
15,1,28.58912062981162,0.922017038336897,344.32399616075827,54.351204926582234,0,61.708927021073656,76.7693092230226,0
16,1,28.43641473886552,1.0501494329487693,260.9533689431236,56.102478148698516,0,32.95228672908663,10.582729569329485,0
17,1,17.844387893283763,1.0328871322886202,174.08879097388734,9.960193630434702,0,18.514533588922667,11.861222088336799,0
18,1,21.117995895014644,1.0591668533170708,363.38071552863494,27.83568850309367,1,53.79563873536477,12.86967542225479,0
19,1,36.25336714122826,0.9016969781354125,405.80950184845733,5.842602384348056,0,5.710280490090036,76.91467669413831,0
20,1,34.77440686666229,0.9438322422851239,317.7952684717534,31.102338304714117,0,42.893275736576754,26.590216284847767,0
21,1,33.54783429191596,1.0674069184834296,298.05127033671323,39.67267891346868,0,8.378691807730432,71.90728376425541,1
22,1,38.77125414915794,1.0133226408056397,448.1925445657666,26.08786929266298,0,63.25886031049976,53.152653511586614,0
23,1,37.259201647850794,0.9443191676380812,484.3666731347483,7.415997499318073,0,56.701641472229234,72.06843827253844,0
24,1,47.14536288584755,0.9333732366700791,209.48464730357864,43.31873831670525,0,19.973432991854565,14.530613664287495,0
25,1,47.30845680873663,0.990336719613608,446.60670373099,35.83952776102704,0,94.38686283033098,77.91835898555725,2
26,1,37.36768714475702,0.939955956528905,301.7275967274561,17.083251411894675,0,21.21254659756633,33.3503781082709,0
27,1,21.821174030510697,1.0244085822565139,413.80412051475895,11.620430687257386,0,15.372463572677674,32.94064953744247,0
28,1,29.24412770295432,0.9020448712203641,338.3995470033228,7.202737546778746,0,91.51604352481547,91.34938633016124,0
29,1,35.232428724806816,1.0280685836889918,472.11678440190286,10.740678450071687,1,78.00434118834814,21.395203690119335,0
30,1,23.51006388216213,1.0421593813858838,310.01830848663144,50.21387716875039,0,90.93104498233343,93.82394356722126,0
31,1,18.498765328247885,1.0416795024666872,270.9206236262443,40.21276444436719,1,49.31831922194958,72.2711584168957,1
32,1,45.068742103373786,0.9955481770929534,154.90744336936484,57.647146528743605,0,27.530655348312848,73.11172795151691,2
33,1,31.727357835327574,0.9996045838327374,408.52184567337474,15.586883999827482,0,47.711692564390916,44.28790145421182,0
34,1,36.162955673784595,1.0609145343483466,354.3769650436476,7.278965227451434,0,8.907056805467272,56.96963686774376,0
35,1,27.791069374692853,1.1197093067218171,380.0949776862233,54.90452543776984,0,22.64219437994328,91.5658672164385,0
36,1,26.741191690887383,0.9981136303799695,403.1538733746687,5.653053513488587,0,94.61186840247865,44.00702632309569,1
37,1,29.569028820792727,0.9851728045826583,164.6908621296437,44.361464563063464,0,95.68973955857774,55.231657162272704,0
38,1,23.199986890413797,1.0107366056326461,332.5685685097185,57.893995664669234,0,39.90181577936636,6.918716679981984,0
39,1,28.206522389857746,1.0847127196585906,230.39766024447,59.38055977713588,0,46.32772674214779,77.48598099559538,0
40,1,34.86234200929712,0.9399846375474181,268.00041601102595,34.47128307350205,0,94.25693969765118,19.823320825720792,0
41,1,23.51997774486241,1.0380047002916397,452.22919294497365,34.03637634273437,1,33.60161691784741,87.4134962479141,0
42,1,35.8249656618157,0.9514334655375111,459.6541819363315,26.556198438151423,0,21.752237873470538,31.60866065509157,2
43,1,35.55381841579177,0.9438406790381619,183.46948960629743,39.23466721609049,0,23.539125469788612,64.49830651799836,0
44,1,40.693035555070004,1.0576265541217733,204.56285417385067,54.70502759809285,0,70.03431360119909,41.4749276960112,0
45,1,31.19124728860174,1.0434591455678714,476.9341272299785,10.025079890335952,0,66.93042328822887,47.74443194207094,1
