node_id,round,packet_rate,energy_remaining,energy_consumed_uJ,dist_to_ch_bs,is_cluster_head,x_pos,y_pos,label,layer1_flagged
1.0,1.0,41.67238733582455,1.0304076508172255,263.08075653547826,29.72388960222413,0.0,28.36551944798572,96.77838918743412,0.0,1
2.0,1.0,29.96406880003796,0.9743025187932997,419.6140580719836,35.38209500229039,0.0,3.008082103302978,12.859031357620164,0.0,0
3.0,1.0,44.69222382551712,0.9653525006810244,191.41665903339245,53.56093267636388,0.0,10.873309644484152,94.29837398602888,0.0,0
4.0,1.0,23.694767766902626,0.9337478188581784,161.34617464350617,8.61309429411099,0.0,44.77274134833908,4.960634146622756,0.0,0
5.0,1.0,26.73983774699745,0.9660120566690366,354.1046364943054,7.496126796103302,0.0,25.03066751634616,93.01206443801946,0.0,1
6.0,1.0,37.48726482024925,1.0046640845036932,243.7891043770095,13.788031016200046,0.0,17.84388179103047,46.47668858176497,0.0,0
7.0,1.0,29.332240078674207,0.9795768709651974,430.2975034500655,30.051813100349563,0.0,10.49258344347872,71.08563619894184,0.0,0
8.0,1.0,33.095280069620856,1.0390351306665462,315.25752565823154,38.54300552889375,0.0,69.47667896710138,18.943931690323325,0.0,0
9.0,1.0,28.879359402110943,0.8817706640399554,215.4112222554208,16.59229556120087,0.0,33.83716148939233,7.216003296321826,0.0,0
10.0,1.0,24.475832963930934,1.0267743290777402,460.7278328999578,11.256565564021642,0.0,86.58773581848004,57.384091910264544,0.0,1
11.0,1.0,34.31435427067969,1.0089376219733752,453.8638448695627,14.272511444543412,0.0,83.06322645491008,80.4750829003485,0.0,1
12.0,1.0,26.064717678573786,0.8730697141439933,208.3692481355328,44.06282229343846,0.0,0.9273290517221476,17.96294810415977,0.0,0
13.0,1.0,35.69430661256559,1.0042282304412733,186.25155256175,49.58085101544184,0.0,24.331104196992428,60.66950444823019,1.0,0
14.0,1.0,33.021200960057975,1.0554366114359204,202.0591606824144,10.799604566163469,0.0,24.789622837118973,10.31766848262573,1.0,0
14.0,1.0,29.58434160911858,1.0662969877287711,202.0591606824144,10.799604566163469,0.0,96.11086523037947,28.573978684925915,1.0,1
15.0,1.0,28.58912062981162,0.922017038336897,344.32399616075827,54.35120492658224,0.0,61.708927021073656,76.7693092230226,0.0,1
16.0,1.0,28.43641473886552,1.0501494329487693,260.9533689431236,56.10247814869852,0.0,32.95228672908663,10.582729569329484,0.0,0
17.0,1.0,17.844387893283763,1.0328871322886202,174.08879097388734,9.960193630434702,0.0,18.514533588922667,11.8612220883368,0.0,0
18.0,1.0,21.117995895014644,1.0591668533170708,363.3807155286349,27.83568850309367,1.0,53.79563873536477,12.86967542225479,0.0,0
19.0,1.0,36.25336714122826,0.9016969781354124,405.8095018484573,5.842602384348056,0.0,5.710280490090036,76.91467669413831,0.0,0
20.0,1.0,34.77440686666229,0.943832242285124,317.7952684717534,31.10233830471412,0.0,42.893275736576754,26.590216284847767,0.0,0
21.0,1.0,33.54783429191596,1.0674069184834296,298.05127033671323,39.67267891346868,0.0,8.378691807730432,71.90728376425541,1.0,0
22.0,1.0,38.77125414915794,1.0133226408056395,448.1925445657666,26.08786929266298,0.0,63.25886031049976,53.15265351158661,0.0,0
23.0,1.0,37.2592016478508,0.9443191676380812,484.3666731347483,7.415997499318073,0.0,56.701641472229234,72.06843827253844,0.0,0
24.0,1.0,47.14536288584755,0.9333732366700792,209.48464730357864,43.31873831670525,0.0,19.973432991854565,14.530613664287497,0.0,0
25.0,1.0,47.30845680873663,0.990336719613608,446.60670373099,35.83952776102704,0.0,94.38686283033098,77.91835898555725,2.0,1
26.0,1.0,37.36768714475702,0.939955956528905,301.7275967274561,17.083251411894675,0.0,21.21254659756633,33.3503781082709,0.0,0
27.0,1.0,21.821174030510697,1.024408582256514,413.80412051475895,11.620430687257386,0.0,15.372463572677674,32.94064953744247,0.0,0
28.0,1.0,29.24412770295432,0.902044871220364,338.3995470033228,7.202737546778746,0.0,91.51604352481549,91.34938633016124,0.0,1
29.0,1.0,35.232428724806816,1.0280685836889918,472.11678440190286,10.740678450071687,1.0,78.00434118834814,21.39520369011933,0.0,0
30.0,1.0,23.51006388216213,1.0421593813858838,310.01830848663144,50.21387716875039,0.0,90.93104498233345,93.82394356722126,0.0,1
31.0,1.0,18.498765328247885,1.0416795024666872,270.9206236262443,40.21276444436719,1.0,49.31831922194958,72.2711584168957,1.0,0
32.0,1.0,45.068742103373786,0.9955481770929534,154.90744336936484,57.647146528743605,0.0,27.530655348312848,73.11172795151691,2.0,0
33.0,1.0,31.72735783532757,0.9996045838327374,408.52184567337474,15.586883999827482,0.0,47.71169256439092,44.28790145421182,0.0,0
34.0,1.0,36.1629556737846,1.0609145343483466,354.3769650436476,7.278965227451434,0.0,8.907056805467272,56.96963686774376,0.0,0
35.0,1.0,27.791069374692853,1.1197093067218171,380.0949776862233,54.90452543776984,0.0,22.64219437994328,91.5658672164385,0.0,0
36.0,1.0,26.741191690887383,0.9981136303799696,403.1538733746687,5.653053513488587,0.0,94.61186840247863,44.00702632309569,1.0,1
37.0,1.0,29.569028820792727,0.9851728045826584,164.6908621296437,44.36146456306346,0.0,95.68973955857774,55.231657162272704,0.0,1
38.0,1.0,23.1999868904138,1.010736605632646,332.5685685097185,57.893995664669234,0.0,39.90181577936636,6.918716679981984,0.0,0
39.0,1.0,28.206522389857746,1.0847127196585906,230.39766024447,59.38055977713588,0.0,46.32772674214779,77.48598099559538,0.0,0
40.0,1.0,34.86234200929712,0.939984637547418,268.00041601102595,34.47128307350205,0.0,94.25693969765118,19.823320825720792,0.0,1
41.0,1.0,23.51997774486241,1.0380047002916395,452.2291929449737,34.03637634273437,1.0,33.60161691784741,87.4134962479141,0.0,0
42.0,1.0,35.8249656618157,0.9514334655375112,459.6541819363315,26.556198438151423,0.0,21.752237873470538,31.60866065509157,2.0,0
43.0,1.0,35.55381841579177,0.943840679038162,183.46948960629743,39.23466721609049,0.0,23.53912546978861,64.49830651799836,0.0,0
44.0,1.0,40.69303555507,1.0576265541217733,204.56285417385067,54.70502759809285,0.0,70.03431360119909,41.4749276960112,0.0,0
45.0,1.0,31.19124728860174,1.0434591455678714,476.9341272299785,10.025079890335952,0.0,66.93042328822887,47.74443194207094,1.0,0
45.0,1.0,34.209898280762765,1.0529171572328713,476.9341272299785,10.025079890335952,0.0,96.25695607212155,92.90257920876536,1.0,1
46.0,1.0,32.820062817947594,0.94153361398558,406.2783968560139,47.14732203059246,0.0,67.95556144088117,25.334327196692097,0.0,0
47.0,1.0,24.2516798290905,1.0166847210334835,385.73432934964336,39.663796675967966,1.0,61.79962663934947,39.36400364492679,0.0,0
48.0,1.0,23.213930437596275,0.9645022589461848,450.8473540191834,23.350531912940703,0.0,3.4187616279622524,96.8590678175304,0.0,1
49.0,1.0,29.104924697313624,0.9054734102919744,415.1064356877182,24.00985674080856,0.0,3.9334170715770056,24.454443672818535,0.0,0
50.0,1.0,39.22705324949924,0.9576272869943062,393.4107616490156,10.337023881036272,0.0,13.667936323780973,76.51742333454648,0.0,0
51.0,1.0,27.66240021117421,0.9479008194579942,255.6972231259449,43.74531165103324,0.0,69.04748085724263,84.4224400145452,0.0,1
52.0,1.0,22.430610063352944,0.8691037145208873,302.31903465939644,35.583874577735514,0.0,33.88379825887648,50.842604680709,0.0,0
53.0,1.0,24.765147851794826,1.0228034564622106,188.6312746046792,12.731930576010642,0.0,20.06960688245798,12.79368483887644,2.0,0
54.0,1.0,31.06598127605869,1.0195379747378126,426.37070521788127,13.165987431146023,0.0,2.291966856647354,50.11583845986304,0.0,0
55.0,1.0,32.55008882479264,0.955437848418922,213.6112391545946,36.78668852806143,0.0,35.143259337814,1.601844927386531,0.0,0
56.0,1.0,39.02288138121315,1.0342523876594545,379.81882625830895,46.7701668992588,0.0,55.5550537934794,69.98537894320273,0.0,0
57.0,1.0,34.732545465759934,1.0189259369503434,268.08593169046924,15.23879247754603,0.0,14.517552402470644,83.55301357260542,1.0,0
57.0,1.0,37.660975970276205,1.0279385405164787,268.08593169046924,15.23879247754603,0.0,1.0131856881494097,60.3697553660329,1.0,1
58.0,1.0,37.94921684457429,1.0016523618936175,230.0054722815773,12.133950220850076,0.0,92.6657215521072,14.433192694816857,0.0,0
59.0,1.0,41.26458694666183,0.981737383224494,410.2286657040436,22.0937551897589,1.0,50.436331291048376,16.932815752317055,1.0,0
59.0,1.0,37.10076791764644,1.0545653396099297,410.2286657040436,22.0937551897589,1.0,73.47487996316644,41.26711621797161,1.0,1
60.0,1.0,39.0348190257657,0.9830606385544928,332.89529111745367,17.524572650731983,0.0,25.52073079660436,69.96479086985093,0.0,0
61.0,1.0,24.816019988376933,0.9460474752594448,180.44713074052183,13.225104808301069,0.0,59.21867348971786,8.514359622019118,1.0,0
61.0,1.0,29.13882798337112,0.902177923498548,180.44713074052183,13.225104808301069,0.0,71.94573135215462,76.391135932671,1.0,1
62.0,1.0,41.41168161782832,1.0099206109150525,498.166268953591,20.092903159343884,0.0,52.53918457415679,93.45054026971052,0.0,1
63.0,1.0,13.104774422739752,0.8947321995953934,278.581056400852,32.69763166755732,0.0,52.61422536410733,26.25881463309036,0.0,0
64.0,1.0,29.092831205223945,0.95089474952329,392.3208087167756,53.0236475759417,0.0,93.60267558399818,46.03554557194058,0.0,1
65.0,1.0,22.79989186362012,1.058040314898169,418.9134419705418,25.71816318753613,1.0,99.3311015111526,79.94462193281947,0.0,1
66.0,1.0,31.690294517598943,1.0002120384209687,261.9275714341982,9.349215197713482,0.0,15.841691178333129,77.82365206330287,0.0,0
67.0,1.0,17.948784008974766,1.009268228996259,448.4033184349464,11.191784380239016,1.0,21.75771829020886,80.58807672664163,0.0,0
68.0,1.0,36.31322965980788,0.9358343765537962,477.3578275784273,42.9447472722224,0.0,80.57968424375449,77.5786629519108,0.0,1
69.0,1.0,27.15654742639556,0.9125250714552576,303.41795763322864,20.42058991641942,0.0,99.07843672255,32.992898423137504,0.0,1
70.0,1.0,24.11572632136873,0.9510433728155788,161.83258183728802,52.26929680686676,0.0,42.59689244663812,40.54548949700008,0.0,0
71.0,1.0,38.4628158838396,0.9911241449534406,408.4238795366148,54.97676032526549,0.0,47.79000530428424,46.420770943919024,0.0,0
72.0,1.0,33.02703084184133,0.9820231236804218,448.6891476247225,36.3368421499202,0.0,51.99610501888076,48.35848111995583,0.0,0
73.0,1.0,30.569405648449152,0.9647681858780244,376.4549206016628,32.03108875460913,0.0,2.579161309949851,80.84882366299814,0.0,0
74.0,1.0,25.102925099024915,0.9798891603161984,456.3084808286084,7.400518010127499,0.0,70.49525922683607,6.960484209247575,0.0,0
75.0,1.0,19.366490409151407,0.99430372195423,294.6139198145787,7.151855795219679,0.0,99.03616591286584,14.1494655242416,0.0,1
76.0,1.0,29.664572918044232,1.0437575170503686,324.0434108575789,14.033542910872676,0.0,74.68708577594974,11.093250344699769,0.0,0
77.0,1.0,31.402524405803376,1.1112143399538867,352.46034011314225,8.870716187677791,0.0,14.52278122463797,81.62744687899999,0.0,0
78.0,1.0,26.21762999398252,0.9860993811969928,280.61379897837617,5.730112094576362,0.0,69.67152826565687,73.26393148849218,0.0,1
79.0,1.0,39.61618497933128,0.909298469616561,429.7995442130997,29.00866885363264,0.0,89.91352501276667,12.811000272116711,1.0,0
79.0,1.0,55.05367071158382,0.9428660276596676,429.7995442130997,29.00866885363264,0.0,50.25900133856966,48.07627904300901,1.0,1
80.0,1.0,35.98057006130513,0.9622723034645616,240.85884721554288,51.285787077856895,0.0,56.69506047207895,77.43178187796855,0.0,1
81.0,1.0,23.5283390566716,1.115325038559696,479.8044323027669,10.375858294031817,0.0,56.26974814255497,41.757594843277325,0.0,0
82.0,1.0,26.68607261245046,1.0213804365364294,170.47015789842027,16.099648533194415,0.0,57.78904138614634,74.39777095926937,0.0,0
83.0,1.0,13.095165002968592,0.9334618778030728,338.07863884005485,5.6468456143050965,1.0,72.76598965350955,63.76774696000419,0.0,1
84.0,1.0,32.65977639420605,0.9886957734005368,231.40968752047445,32.2279156570944,0.0,42.56249412609674,78.38631825903907,0.0,0
85.0,1.0,28.72586929801563,0.9927674231151192,190.15539304790377,28.354199818763583,0.0,10.274661186525936,88.9282164692666,0.0,0
86.0,1.0,21.639622096563112,0.9644675073536024,438.028932129148,20.199069472529796,0.0,44.0831837201254,17.821953778950473,0.0,0
87.0,1.0,20.705343389640245,1.0084853367553446,434.7370756667567,29.249565492412216,0.0,23.986515528615072,36.67905548722793,0.0,0
88.0,1.0,20.42828153849931,0.9831473806506532,444.96862420486326,5.311561319657477,0.0,48.14165825602667,10.009621446720407,0.0,0
89.0,1.0,26.257144390173764,0.9729834805899022,238.336859563842,45.69974213998889,0.0,1.7611234179939816,55.526126919664286,0.0,0
90.0,1.0,42.595867244768726,0.9809495282990628,472.5927440203747,30.059511616306544,0.0,90.17099342866172,39.71068313039877,0.0,1
91.0,1.0,30.712355255196307,0.9037323814769358,496.7823596757126,26.82119139748977,0.0,84.15928658459076,87.78524830518197,0.0,1
92.0,1.0,30.15840431578524,0.9906394101070072,219.1424642140282,13.983562292844873,0.0,99.4035742704364,24.21278896234912,0.0,1
93.0,1.0,33.23987810795711,0.9572652575474184,456.2144327599161,36.11634506688223,0.0,68.54699086707738,97.99743168762524,0.0,1
94.0,1.0,51.06573586529983,1.0062697328544694,292.89272479901587,36.83117513192886,0.0,65.59949191307119,50.42023213480762,2.0,0
95.0,1.0,22.590108128950824,0.9532900885835518,156.7886863398944,7.064988376758794,0.0,81.79863670315078,75.07431354040395,0.0,1
