node_id,round,packet_rate,energy_remaining,energy_consumed_uJ,dist_to_ch_bs,is_cluster_head,x_pos,y_pos,label,layer1_flagged,pkt_rate_rolling_mean,pkt_rate_rolling_std,energy_drop_rate,energy_drop_rate_mean,pkt_zscore,energy_pkt_ratio,threat_label,ml_threat_score,ml_prediction,send_to_blockchain
1.0,1.0,41.67238733582455,1.0304076508172255,263.08075653547826,29.72388960222413,0.0,28.36551944798572,96.77838918743412,0.0,1,41.67238733582455,0.0,0.0,0.0,1.1539304219651922,40.44258295267013,0,0.23821751436245533,0,1
1.0,2.0,44.575538978599134,1.020640602280296,478.42268889203615,30.342153219306656,0.0,99.27488188831398,76.4175881824732,2.0,1,43.12396315721185,2.0528382134187693,0.009767048536929446,0.004883524268464723,1.4949980088051096,43.6740368793604,1,0.6959846797884139,1,1
1.0,3.0,17.656334638740447,0.9114910056408244,489.0855982999343,42.15217310442002,0.0,1.6390114656991694,29.02732277429304,0.0,0,34.634753651054716,14.77521933791584,0.10914959663947166,0.039638881725467034,-1.6675195560960365,19.37080581011477,0,0.046299872294456854,0,0
1.0,4.0,24.204052749885303,0.9474034318112026,430.4876832294984,55.34365658858791,1.0,57.5025118220498,80.8168207669889,0.0,1,28.811975455741628,14.038718044042575,0.03591242617037815,0.05160969044892642,-0.8982816070435771,25.547751242426795,0,0.09365397487257855,0,1
1.0,5.0,37.03108388620175,0.9059786620432868,376.8030991319872,9.73744264758113,0.0,56.72875022707248,85.24626530229669,0.0,1,26.297157091609165,9.855508177638951,0.04142476976791576,0.06216226419258852,0.608661568615961,40.874078566713386,0,0.33843260527440083,0,1
1.0,6.0,25.42108577132618,0.9024339541085192,358.766504058312,48.49627399034222,0.0,1.6270086479686086,99.79238445624505,0.0,1,28.885407469137746,7.080559692739979,0.003544707934767577,0.02696063462435383,-0.7553023325160414,28.169438313078963,0,0.41657733845504175,0,1
1.0,7.0,35.782508963691136,0.8705361249405976,300.2806359257628,45.325904485148826,0.0,44.70233981743239,2.2127293403970683,0.0,0,32.74489287373969,6.373252520440616,0.03189782916792161,0.025622435623534983,0.4619766936217831,41.10394369008996,0,0.28919678021455625,0,0
1.0,8.0,47.69128336357531,0.959827574368355,491.8839343834031,10.163334336970538,0.0,7.459523887688258,57.28222576488159,0.0,0,36.298292699530876,11.144054461733058,0.08929144942775735,0.041577995510148846,1.8610413814407287,49.687292749082864,0,0.43397310519471605,0,0
1.0,9.0,26.91749786264005,0.9359084931822446,261.0346885667258,24.65468262776553,0.0,5.505418768422232,30.24599140942433,0.0,0,36.797096729968835,10.423990707081785,0.023919081186110414,0.04836945326059646,-0.5795010917600741,28.760791570898782,0,0.1362569163415614,0,0
1.0,10.0,39.95062245563884,0.944972317486076,207.54945819317948,53.02580478226989,0.0,3.629378249363546,76.71301580825667,2.0,0,38.1864678939514,10.498653342112934,0.009063824303831458,0.04075811830589974,0.9516543216959594,42.276984668646485,1,0.6839480146288726,1,1
1.0,11.0,50.22929971048615,0.8734494872628484,220.43613464748125,54.81084276126119,0.0,21.763101375351813,69.77223761144424,2.0,0,39.03247334292168,11.682990828259598,0.07152283022322758,0.034835245237723154,2.1592122031253465,57.50675103278132,1,0.8739268623495462,1,1
1.0,12.0,12.969813361248208,0.8291326267677612,278.72766026747183,20.230290585956425,1.0,85.45851049508894,89.11991980630157,0.0,1,34.38324517579107,19.243546920575383,0.04431686049508721,0.04163450500738208,-2.218100682909162,15.64260927615354,0,0.08800485914768363,0,1
