node_id,round,packet_rate,energy_remaining,label,layer1_flagged,ml_prediction,ml_threat_score,bc_verified,bc_reason,bc_confidence,final_decision
1.0,1.0,41.67238733582455,1.0304076508172255,0.0,1.0,0.0,0.2382175143624553,1,VERIFIED,1.0,ALLOWED
1.0,2.0,44.575538978599134,1.020640602280296,2.0,1.0,1.0,0.6959846797884139,0,LOCATION_MISMATCH(dist=73.8m),0.3333,BLOCKED
1.0,4.0,24.204052749885303,0.9474034318112026,0.0,1.0,0.0,0.0936539748725785,0,BLACKLISTED,1.0,BLOCKED
1.0,5.0,37.03108388620175,0.9059786620432868,0.0,1.0,0.0,0.3384326052744008,0,BLACKLISTED,1.0,BLOCKED
1.0,6.0,25.42108577132618,0.9024339541085192,0.0,1.0,0.0,0.4165773384550417,0,BLACKLISTED,1.0,BLOCKED
1.0,10.0,39.95062245563884,0.944972317486076,2.0,0.0,1.0,0.6839480146288726,0,BLACKLISTED,1.0,BLOCKED
1.0,11.0,50.22929971048615,0.8734494872628484,2.0,0.0,1.0,0.8739268623495462,0,BLACKLISTED,1.0,BLOCKED
1.0,12.0,12.969813361248208,0.8291326267677612,0.0,1.0,0.0,0.0880048591476836,0,BLACKLISTED,1.0,BLOCKED
1.0,14.0,32.457408306219456,0.8235869500845475,0.0,1.0,0.0,0.2449631148859628,0,BLACKLISTED,1.0,BLOCKED
1.0,15.0,26.72326392480885,0.8285021499822322,2.0,1.0,1.0,0.6595173615684419,0,BLACKLISTED,1.0,BLOCKED
1.0,18.0,27.04063134254396,0.7381567656679409,1.0,1.0,1.0,0.5998675710001441,0,BLACKLISTED,1.0,BLOCKED
1.0,21.0,36.76102955203219,0.8538110651707047,1.0,1.0,0.0,0.3156628541022913,0,BLACKLISTED,1.0,BLOCKED
1.0,21.0,28.717496619614515,0.9226290790907412,1.0,1.0,1.0,0.5439433020120583,0,BLACKLISTED,1.0,BLOCKED
1.0,22.0,26.2627147868737,0.7303365903164895,0.0,1.0,0.0,0.2251263912310999,0,BLACKLISTED,1.0,BLOCKED
1.0,28.0,33.78128160503236,0.7639729209247728,0.0,1.0,1.0,0.5332216912069426,0,BLACKLISTED,1.0,BLOCKED
1.0,29.0,39.28652109166079,0.7409478366795669,1.0,1.0,1.0,0.670438371355169,0,BLACKLISTED,1.0,BLOCKED
